"","Indicator","ParentLocation","Location","FactValueNumeric","SDG"
"SDG3.9_3.73","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Jamaica",0.61,"SDG3.9_3"
"SDG3.9_3.74","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Jordan",0.63,"SDG3.9_3"
"SDG3.9_3.75","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Saint Lucia",0.63,"SDG3.9_3"
"SDG3.9_3.76","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Ecuador",0.64,"SDG3.9_3"
"SDG3.9_3.77","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Europe","Serbia",0.74,"SDG3.9_3"
"SDG3.9_3.78","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Colombia",0.75,"SDG3.9_3"
"SDG3.9_3.79","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Europe","Kyrgyzstan",0.78,"SDG3.9_3"
"SDG3.9_3.80","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Lebanon",0.79,"SDG3.9_3"
"SDG3.9_3.81","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Costa Rica",0.86,"SDG3.9_3"
"SDG3.9_3.82","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Belize",0.97,"SDG3.9_3"
"SDG3.9_3.83","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Iran (Islamic Republic of)",0.98,"SDG3.9_3"
"SDG3.9_3.84","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Tunisia",1.02,"SDG3.9_3"
"SDG3.9_3.85","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Cuba",1.03,"SDG3.9_3"
"SDG3.9_3.86","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Brazil",1.05,"SDG3.9_3"
"SDG3.9_3.87","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Mexico",1.06,"SDG3.9_3"
"SDG3.9_3.88","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Europe","Azerbaijan",1.12,"SDG3.9_3"
"SDG3.9_3.89","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Sri Lanka",1.19,"SDG3.9_3"
"SDG3.9_3.90","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Peru",1.28,"SDG3.9_3"
"SDG3.9_3.91","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Mongolia",1.29,"SDG3.9_3"
"SDG3.9_3.92","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Saint Vincent and the Grenadines",1.33,"SDG3.9_3"
"SDG3.9_3.93","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Democratic People's Republic of Korea",1.36,"SDG3.9_3"
"SDG3.9_3.94","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Venezuela (Bolivarian Republic of)",1.39,"SDG3.9_3"
"SDG3.9_3.95","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Tonga",1.43,"SDG3.9_3"
"SDG3.9_3.96","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Paraguay",1.46,"SDG3.9_3"
"SDG3.9_3.97","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Samoa",1.49,"SDG3.9_3"
"SDG3.9_3.98","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Viet Nam",1.62,"SDG3.9_3"
"SDG3.9_3.99","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Republic of Korea",1.81,"SDG3.9_3"
"SDG3.9_3.100","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Algeria",1.87,"SDG3.9_3"
"SDG3.9_3.101","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Morocco",1.9,"SDG3.9_3"
"SDG3.9_3.102","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Panama",1.9,"SDG3.9_3"
"SDG3.9_3.103","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Yemen",10.2,"SDG3.9_3"
"SDG3.9_3.104","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Vanuatu",10.42,"SDG3.9_3"
"SDG3.9_3.105","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Chad",101,"SDG3.9_3"
"SDG3.9_3.106","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Lao People's Democratic Republic",11.31,"SDG3.9_3"
"SDG3.9_3.107","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Sao Tome and Principe",11.36,"SDG3.9_3"
"SDG3.9_3.108","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Botswana",11.77,"SDG3.9_3"
"SDG3.9_3.109","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Bangladesh",11.94,"SDG3.9_3"
"SDG3.9_3.110","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Myanmar",12.62,"SDG3.9_3"
"SDG3.9_3.111","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","South Africa",13.67,"SDG3.9_3"
"SDG3.9_3.112","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Afghanistan",13.92,"SDG3.9_3"
"SDG3.9_3.113","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Papua New Guinea",16.31,"SDG3.9_3"
"SDG3.9_3.114","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Kiribati",16.66,"SDG3.9_3"
"SDG3.9_3.115","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Sudan",17.32,"SDG3.9_3"
"SDG3.9_3.116","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Namibia",18.32,"SDG3.9_3"
"SDG3.9_3.117","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","India",18.58,"SDG3.9_3"
"SDG3.9_3.118","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Ghana",18.84,"SDG3.9_3"
"SDG3.9_3.119","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Rwanda",19.35,"SDG3.9_3"
"SDG3.9_3.120","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Pakistan",19.59,"SDG3.9_3"
"SDG3.9_3.121","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Nepal",19.83,"SDG3.9_3"
"SDG3.9_3.122","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Egypt",2,"SDG3.9_3"
"SDG3.9_3.123","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","El Salvador",2.01,"SDG3.9_3"
"SDG3.9_3.124","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Suriname",2.01,"SDG3.9_3"
"SDG3.9_3.125","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Dominican Republic",2.21,"SDG3.9_3"
"SDG3.9_3.126","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Nicaragua",2.24,"SDG3.9_3"
"SDG3.9_3.127","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Europe","Tajikistan",2.7,"SDG3.9_3"
"SDG3.9_3.128","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Fiji",2.89,"SDG3.9_3"
"SDG3.9_3.129","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Gabon",20.58,"SDG3.9_3"
"SDG3.9_3.130","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Equatorial Guinea",22.29,"SDG3.9_3"
"SDG3.9_3.131","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Haiti",23.79,"SDG3.9_3"
"SDG3.9_3.132","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Senegal",23.87,"SDG3.9_3"
"SDG3.9_3.133","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Zimbabwe",24.55,"SDG3.9_3"
"SDG3.9_3.134","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Mozambique",27.63,"SDG3.9_3"
"SDG3.9_3.135","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Eswatini",27.89,"SDG3.9_3"
"SDG3.9_3.136","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Malawi",28.29,"SDG3.9_3"
"SDG3.9_3.137","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Gambia",29.66,"SDG3.9_3"
"SDG3.9_3.138","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Iraq",3.03,"SDG3.9_3"
"SDG3.9_3.139","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Thailand",3.51,"SDG3.9_3"
"SDG3.9_3.140","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Micronesia (Federated States of)",3.57,"SDG3.9_3"
"SDG3.9_3.141","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Honduras",3.62,"SDG3.9_3"
"SDG3.9_3.142","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Guyana",3.65,"SDG3.9_3"
"SDG3.9_3.143","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Syrian Arab Republic",3.67,"SDG3.9_3"
"SDG3.9_3.144","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Bhutan",3.95,"SDG3.9_3"
"SDG3.9_3.145","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Europe","Turkmenistan",3.98,"SDG3.9_3"
"SDG3.9_3.146","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Madagascar",30.23,"SDG3.9_3"
"SDG3.9_3.147","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Djibouti",31.29,"SDG3.9_3"
"SDG3.9_3.148","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Uganda",31.56,"SDG3.9_3"
"SDG3.9_3.149","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Zambia",34.91,"SDG3.9_3"
"SDG3.9_3.150","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Guinea-Bissau",35.27,"SDG3.9_3"
"SDG3.9_3.151","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","United Republic of Tanzania",38.4,"SDG3.9_3"
"SDG3.9_3.152","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Mauritania",38.57,"SDG3.9_3"
"SDG3.9_3.153","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Congo",38.71,"SDG3.9_3"
"SDG3.9_3.154","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Cabo Verde",4.14,"SDG3.9_3"
"SDG3.9_3.155","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Philippines",4.19,"SDG3.9_3"
"SDG3.9_3.156","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Liberia",41.54,"SDG3.9_3"
"SDG3.9_3.157","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Togo",41.63,"SDG3.9_3"
"SDG3.9_3.158","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Ethiopia",43.66,"SDG3.9_3"
"SDG3.9_3.159","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Lesotho",44.36,"SDG3.9_3"
"SDG3.9_3.160","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Guinea",44.63,"SDG3.9_3"
"SDG3.9_3.161","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Cameroon",45.15,"SDG3.9_3"
"SDG3.9_3.162","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Eritrea",45.56,"SDG3.9_3"
"SDG3.9_3.163","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Côte d’Ivoire",47.16,"SDG3.9_3"
"SDG3.9_3.164","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Angola",48.81,"SDG3.9_3"
"SDG3.9_3.165","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Burkina Faso",49.64,"SDG3.9_3"
"SDG3.9_3.166","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Bolivia (Plurinational State of)",5.58,"SDG3.9_3"
"SDG3.9_3.167","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Comoros",50.74,"SDG3.9_3"
"SDG3.9_3.168","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Kenya",51.15,"SDG3.9_3"
"SDG3.9_3.169","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Benin",59.73,"SDG3.9_3"
"SDG3.9_3.170","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Democratic Republic of the Congo",59.76,"SDG3.9_3"
"SDG3.9_3.171","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Solomon Islands",6.18,"SDG3.9_3"
"SDG3.9_3.172","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Americas","Guatemala",6.3,"SDG3.9_3"
"SDG3.9_3.173","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Western Pacific","Cambodia",6.47,"SDG3.9_3"
"SDG3.9_3.174","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","South Sudan",63.29,"SDG3.9_3"
"SDG3.9_3.175","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Burundi",65.4,"SDG3.9_3"
"SDG3.9_3.176","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Nigeria",68.63,"SDG3.9_3"
"SDG3.9_3.177","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Indonesia",7.06,"SDG3.9_3"
"SDG3.9_3.178","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Mali",70.72,"SDG3.9_3"
"SDG3.9_3.179","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Niger",70.81,"SDG3.9_3"
"SDG3.9_3.180","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Sierra Leone",81.29,"SDG3.9_3"
"SDG3.9_3.181","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Africa","Central African Republic",82.11,"SDG3.9_3"
"SDG3.9_3.182","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","Eastern Mediterranean","Somalia",86.58,"SDG3.9_3"
"SDG3.9_3.183","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)","South-East Asia","Timor-Leste",9.91,"SDG3.9_3"
"SDG3.4_6.1","Total NCD Deaths (in thousands)","Americas","Belize",1053,"SDG3.4_6"
"SDG3.4_6.2","Total NCD Deaths (in thousands)","Western Pacific","Japan",1073569,"SDG3.4_6"
"SDG3.4_6.3","Total NCD Deaths (in thousands)","Americas","Saint Lucia",1121,"SDG3.4_6"
"SDG3.4_6.4","Total NCD Deaths (in thousands)","South-East Asia","Maldives",1126,"SDG3.4_6"
"SDG3.4_6.5","Total NCD Deaths (in thousands)","South-East Asia","Indonesia",1274554,"SDG3.4_6"
"SDG3.4_6.6","Total NCD Deaths (in thousands)","Western Pacific","Vanuatu",1467,"SDG3.4_6"
"SDG3.4_6.7","Total NCD Deaths (in thousands)","Western Pacific","Brunei Darussalam",1576,"SDG3.4_6"
"SDG3.4_6.8","Total NCD Deaths (in thousands)","Europe","Russian Federation",1671455,"SDG3.4_6"
"SDG3.4_6.9","Total NCD Deaths (in thousands)","Africa","Cabo Verde",1705,"SDG3.4_6"
"SDG3.4_6.10","Total NCD Deaths (in thousands)","Americas","Bahamas",1795,"SDG3.4_6"
"SDG3.4_6.11","Total NCD Deaths (in thousands)","Europe","Iceland",1970,"SDG3.4_6"
"SDG3.4_6.12","Total NCD Deaths (in thousands)","Africa","Liberia",10748,"SDG3.4_6"
"SDG3.4_6.13","Total NCD Deaths (in thousands)","Africa","United Republic of Tanzania",101956,"SDG3.4_6"
"SDG3.4_6.14","Total NCD Deaths (in thousands)","Europe","Bulgaria",101966,"SDG3.4_6"
"SDG3.4_6.15","Total NCD Deaths (in thousands)","Europe","Greece",102977,"SDG3.4_6"
"SDG3.4_6.16","Total NCD Deaths (in thousands)","Africa","Kenya",103010,"SDG3.4_6"
"SDG3.4_6.17","Total NCD Deaths (in thousands)","South-East Asia","Nepal",106884,"SDG3.4_6"
